cnnaff,Smiles,Training,regression
-6.57963,[H]C(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C([H])C([H])([H])N([H])c1c([H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2C(=O)N([H])N([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(Cl)c1Cl,False,2.9880580000000005
-6.5796,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c(OC([H])([H])[C@]2([H])[C@@]([H])(c3nc([H])c([H])n3C([H])([H])[H])C([H])([H])N([H])C([H])([H])[C@]2([H])N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1=O,False,5.246495200000001
-6.57956,[H]C(=O)c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c2[H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])=C([H])[H])c1Cl,False,4.047930300000001
-6.57941,[H]c1nc(C([H])([H])c2c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3[H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])C([H])([H])C#N)C([H])([H])C([H])([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1[H],False,3.575306800000001
-6.57938,[H]c1oc([C@@]2([H])[C@@]([H])(C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c(N3C([H])([H])C([H])(C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3([H])[H])c2=O)c([H])c1[H],False,2.6164134999999997
-6.57925,[H]c1sc(C([H])([H])[H])nc1[C@@](c1c(C([H])([H])[H])noc1C([H])([H])[H])(C([H])([H])N([H])C(=O)c1c(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c(Br)c([H])n([H])c1=O)C([H])([H])C([H])([H])[H],False,3.365590000000001
-6.57909,[H]C1=C([H])C(=O)N(c2c(SC([H])([H])N(c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)n(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2[H])C1=O,False,4.751845899999999
-6.57909,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])[H])O[C@@]2([H])c2c([H])c([H])c(OC([H])([H])[H])c(F)c2[H])c(=O)c1[H],False,2.3939666000000006
-6.57907,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])c1c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n(N([H])c2nc([H])c(SC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])s2)c1[H],False,5.150523299999998
-6.57886,[H]Sc1c(-c2c([H])c([H])c([H])c(N([H])C(=O)N([H])[H])c2OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(N=C=S)n(-c2c([H])c([H])c3c(c2[H])c([H])c([H])n3[H])c(=O)c1[H],False,4.079933099999997
-6.57876,[H]C([H])=C([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N(C(=O)C([H])([H])[H])N([H])C(=O)c2nc([H])c([H])c([H])c2[H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H],False,4.4753539
-6.57834,[H]Sc1c(-c2c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])C(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c([H])n(-c2nnn([H])n2)c(=O)c1C(=O)N([H])N([H])[H],False,5.636917900000002
-6.57821,[H]N=C(N([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([C@](c2c([H])c([H])c(C([H])([H])N3C(=O)c4c([H])c([H])c([H])c([H])c4C3=O)c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])(c2c(C([H])(F)F)c([H])c(=O)n([H])c2[H])N([H])C([H])([H])[H])C([H])([H])C1([H])[H],False,3.9578391000000015
-6.57774,[H]c1nc(C([H])([H])[H])n(-c2nc(N([H])[H])c([H])c([H])c2-c2c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c([H])c(Cl)c2C(=O)c2sc([H])c([H])c2[H])c1[H],False,1.9281507000000002
-6.57772,[H]ON([H])C(=O)C(=C([H])c1c(N2C(=O)C([H])=C([H])C2=O)c(Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c(=O)n([H])c1[H])C([H])([H])C(c1c([H])c([H])nn1C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],False,4.178685800000001
-6.57753,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])[C@]1([H])c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],False,4.924702499999999
-6.57728,[H]c1sc([H])c([C@]2([H])N(c3c(Cl)c([H])c(C([H])([H])Sc4c([H])c([H])n([H])c(=O)c4[H])c([H])c3-c3c([H])c([H])c([H])c(C#N)c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],False,0.6957456999999995
-6.57675,[H]c1nc([H])c([H])c([C@]([H])(C([H])([H])c2c([H])nc(OC([H])([H])[H])c([H])c2[H])[C@@]([H])(c2c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])c1[H],False,3.4186571000000003
-6.57669,[H]ON([H])C(=O)C(=C([H])c1c([H])c(F)c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])Oc1c([H])c(Cl)c([H])c([H])c1[C@@]([H])(C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],False,5.658197
-6.57653,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c(N(C([H])([H])c2nc([H])c([H])c(C(F)(F)F)n2)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)n(N([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H],False,4.460003099999998
-6.57631,[H]Sc1c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c2[H])c(N=C=S)n([H])c(=O)c1OC([H])([H])[C@]([H])(F)c1c([H])c([H])c2c(c([H])nn2[H])c1[H],False,2.0727901
-6.57628,[H]c1nc([H])c([H])c([C@]([H])(C([H])([H])c2nn(C([H])([H])[H])c([H])c2[H])[C@@]([H])(c2c([H])c([H])c(S[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])c1[H],False,1.6298232000000001
-6.57628,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c(-c3c([H])c([H])c([H])c(Br)c3[H])c2[H])c(=O)n(-c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])c1[H],False,5.3043961
-6.5761,[H]O[C@]([H])(N1C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C(=O)C([H])([H])[H])c([H])n(N(N([H])C(=O)N([H])[H])C([H])([H])c2sc([H])c([H])c2[H])c1=O)C([H])([H])[H],False,6.072784800000004
-6.57602,[H]c1nc([H])c(C(=O)N([H])c2c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(Cl)c2C(=O)c2sc([H])c([H])c2[H])c([H])c1[H],False,4.782761700000002
-6.57597,[H]OC([H])([H])C([H])([H])O[C@]1([H])[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c(C(=O)C([H])([H])[H])c([H])n(N([H])C([H])([H])c3sc([H])c([H])c3[H])c2=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],False,5.6418101000000025
-6.57579,[H]Sc1c(N([H])c2c([H])c([H])c(OC([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])c3c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c3[H])c([H])c2[H])c(N=C=S)n([H])c(=O)c1[H],False,3.413256200000002
-6.57576,[H]c1c([H])c(Cl)c([H])c(On2c([H])c([H])c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])[C@]3([H])c3c([H])c([H])c4c([H])c([H])n([H])c4c3[H])c2=O)c1[H],False,4.978116300000002
-6.57575,[H]N=[N+]=N[C@]([H])(Oc1c([H])c([H])c(N([H])c2c(S[H])c([H])c(=O)n([H])c2N=C=S)c([H])c1[H])C([H])([H])n1c([H])nc(C(=O)C([H])([H])[H])c1C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],False,3.908936099999999
-6.5755,[H]OC([H])([H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C(c1nc(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])s1)c1c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)n([H])c1[H],False,5.639144099999998
-6.57545,[H]c1nc([H])c(C(=O)N([H])c2c([H])c([H])c(=O)n(C(=O)N(O[C@]([H])(c3c([H])nc([H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],False,3.8258824
-6.57518,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C(=O)C([H])=C([H])[H])c1[H])[C@@]([H])(C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(C#N)c([H])c1[H],False,4.550896299999999
-6.5751,[H]ON([H])C(=O)C(=C([H])c1c(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c2nnc(C([H])([H])[H])o2)C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],False,5.3848047999999995
-6.57506,[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])ON(C(=O)n2c([H])c([H])c([H])c([H])c2=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(F)(F)F,False,3.4663437
-6.57484,[H]ON([H])C(=O)C(=C([H])c1c([C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c(=O)n([H])c1[H])[C@@]([H])(C([H])([H])C([H])([H])OC([H])([H])[H])C(C(=O)c1sc([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],False,5.586309300000002
-6.57472,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(N(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C2([H])[H])c(=O)c1-c1c([H])c2c([H])c([H])c([H])c([H])c2n1[H],False,5.108472299999999
-6.5747,[H]C(=O)c1c([H])c([H])c([C@@]([H])(Sc2c(-c3c([H])c([H])c([H])n3[H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c2[H])n2nc([H])c([H])c2[H])c([H])c1Cl,False,3.5064517
-6.5747,[H]c1nc([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(OS(=O)(=O)N([H])[H])C([H])([H])c2c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c(=O)n(-c3c([H])oc([H])c3[H])c2[H])c([H])c(C([H])([H])[H])c1[H],False,3.741697999999998
-6.5747,[H]c1nc([H])n(C([H])([H])[C@]([H])(c2c([H])c([H])c(-c3c(SN([H])C(=O)O[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC([H])([H])C(F)(F)F)c([H])c([H])n([H])c3=O)c([H])c2[H])C([H])([H])[H])c1[H],False,4.272076499999999
-6.5745,[H]c1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])C([H])([H])[C@@]3([H])C(=O)N(N([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(=O)n([H])c2[H])c([H])c1[H],False,3.5006491000000004
-6.57444,[H]c1c([H])c([C@@]([H])(F)C([H])([H])O[C@]2([H])C([H])([H])N([H])C([H])([H])C([H])([H])[C@@]2([H])OSc2c([H])c([H])n(-c3nnn([H])n3)c(=O)c2C(=O)N([H])N([H])[H])c([H])c([H])c1C(F)(F)F,False,4.873252700000003
-6.57443,[H]c1oc([C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c([H])c([H])c(-c3c([H])c([H])c(N([H])[H])c([H])c3N(C([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)c([H])c1[H],False,1.7438020000000005
-6.57432,[H]OC(=O)C([H])([H])Oc1c(F)c([H])c(C([H])([H])[C@@]([H])(c2c([H])nn([H])c2[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[C@@]([H])(C(=O)[C@@]([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])O[H],False,4.556379799999997
-6.57419,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])[C@@]([H])(c1nc(C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c(S(=O)(=O)N([H])[H])c1C(F)(F)F)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H],False,4.552505399999999
-6.57417,[H]Sc1c(OC([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])n(-c2c([H])nc([H])c([H])c2[H])c(=O)c1C(=O)N([H])N([H])N([H])S(=O)(=O)N([H])[H],False,1.5543224000000004
-6.57402,[H]c1nn(C([H])([H])[H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OSc2c(-c3c([H])c(Cl)c([H])c(Cl)c3[H])c([H])n(-c3nnn([H])n3)c(=O)c2C(=O)N([H])N([H])[H])c1[H],False,5.681133700000004
-6.57397,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])[C@]([H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])N(C([H])([H])c2c(F)c([H])c([H])c([H])c2F)C([H])([H])[C@]1([H])N([H])C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],False,5.377410099999999
-6.57392,[H]C(=C1SC(=O)N([H])C1=O)c1c([H])c(-c2c([H])c([H])c([H])n(-c3nc([H])c([H])c([H])c3C(F)(F)F)c2=O)c([H])c([H])c1S(=O)(=O)N([H])[H],False,0.7242714999999998
-6.57392,[H]c1nnc([H])c(N(C(=O)N(C([H])([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c2Cl)C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c2c([H])c([H])c(Cl)c([H])c2[H])c1[H],False,3.3001652999999975
-6.57389,[H]ON([H])C(=O)C(=C(c1c([H])c([H])c(=O)n(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1[H])C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])c1c([H])sc([H])c1[H],False,5.209248799999999
-6.57344,[H]c1c([H])c(-c2c(Sc3c([H])c([H])c(OC(F)(F)F)c([H])c3C3([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])n([H])c2=O)c([H])c(C([H])([H])N([H])[H])c1[H],False,1.0122653
-6.57338,[H]c1c([H])c(F)c([H])c([C@@]([H])(N([H])C(=O)N([H])C([H])([H])n2nc(OC([H])([H])[H])oc2=O)[C@@]([H])(O[C@]([H])(C([H])([H])F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H],False,5.1248144
-6.57334,[H]ON([H])C(=O)N(C(=O)n1c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c(N2C([H])([H])C([H])([H])C2([H])[H])c1=O)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])N([H])[H])[C@]1([H])c1oc([H])c(-c2nc([H])c([H])c(C([H])([H])[H])c2[H])c1[H],False,5.022660900000001
-6.5733,[H]ON([H])C(=O)C([H])=C(c1c([H])c(-c2c([H])c([H])c(Br)c([H])c2[H])c(=O)n(-c2c([H])nc(N([H])[H])nc2[H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])c2oc([H])c([H])c2[H])C([H])([H])C1([H])[H],False,2.7154754999999984
-6.57323,[H]c1nc2c(OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])c3c([H])c([H])c4c(c([H])nn4[H])c3[H])C([H])([H])C([H])([H])[C@@](c3c([H])c([H])c([H])n([H])c3=O)(C([H])([H])[H])C([H])(F)F)c([H])c([H])c([H])c2c([H])c1[H],False,3.8608115000000005
-6.57315,[H]C([H])=C([H])c1c([H])c([H])nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])[C@]([H])(N2C(=O)C([H])([H])[C@]([H])(c3nc([H])c([H])nc3[H])C2([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H],False,4.634776799999998
-6.57309,[H]c1c(-c2c(S[C@]([H])(c3c([H])c(Cl)c([H])c([H])c3C(=O)c3c([H])c([H])c(F)c([H])c3[H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(=O)n([H])c2[H])nc(C([H])([H])[H])c([H])c1[H],False,1.6464359
-6.57296,[H]C([H])=C([H])[C@@]([H])(N([H])c1c([H])c([H])nc([H])c1-c1nc([H])c([H])c([H])c1C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H],False,3.5483493000000026
-6.57277,[H]c1nc([H])n(-c2c(Sc3c([H])c([H])n(N4C([H])([H])c5c(N([H])C([H])([H])c6c([H])c([H])c([H])c([H])c6[H])c([H])c([H])c([H])c5[C@@]([H])(C(=O)N([H])[H])C4([H])[H])c(=O)c3[H])c([H])c([H])c([H])c2N([H])[H])n1,False,4.5419997
-6.57276,[H]ON(C#N)C(=O)C(=C(C(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],False,4.545037100000002
-6.57272,[H]c1c(C#CC([H])([H])O[C@@](OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])(C([H])([H])OC([H])([H])C(F)(F)F)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c([H])nn([H])c2c1[H],False,1.4979709000000003
-6.5726,[H]ON([H])C(=O)C(=C([H])c1c(C([H])([H])N2C(=O)c3c([H])c([H])c([H])c([H])c3C2=O)c([H])c(=O)n([H])c1C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1-n1nc([H])c([H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],False,3.902176199999999
-6.57259,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C(=O)C([H])=C([H])[H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c(N([H])c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],False,2.4857396999999994
-6.57242,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@]([H])(c1nc([H])c([H])c([H])c1[H])c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])SC(F)(F)F)C([H])([H])C([H])([H])C1=NC([H])([H])C([H])([H])N1[H],False,4.408634199999998
-6.57222,[H]C1=C(n2c([H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c(Cl)c3[H])c(-n3c([H])c([H])c([H])c3[H])c2=O)[C@@]([H])(n2c(C([H])([H])[H])nc([H])c2[H])C([H])([H])N([H])C1([H])[H],False,3.665268900000001
-6.5722,[H]c1sc(C([H])([H])[H])nc1[C@]([H])(Sc1c([H])c([H])n(S(=O)(=O)N([H])[H])c(=O)c1[H])c1c([H])c([H])c([H])c(Cl)c1N([H])c1c([H])c([H])c(F)c([H])c1[H],False,3.6499892000000007
-6.57192,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(OC([H])([H])C2([H])C([H])([H])C2([H])[H])[C@]2([H])N([H])C([H])([H])C([H])([H])N(c3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3-c3c([H])c([H])c([H])n(SC([H])([H])[H])c3=O)C2([H])[H])c([H])c1[H],False,5.349296199999999
-6.57174,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C(=O)C([H])([H])C([H])([H])[H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])[C@]([H])(N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],False,5.274801399999998
-6.57155,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1-n1nc([H])c([H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],False,5.8060717
-6.57127,[H]C([H])=C([H])C([H])([H])[C@@]([H])(OC([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c(OC([H])([H])C([H])([H])OC([H])([H])[H])c2[H])c1=O)C([H])([H])[H],False,5.566589300000001
-6.57101,[H]c1nc2c(-c3c([H])c([H])c4c([H])c([H])c(-n5c([H])c(C([H])([H])Cl)c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c5=O)nc4c3[H])c([H])c([H])c([H])c2c([H])c1[H],False,3.310301500000002
-6.57065,[H]N=C(c1c(SC([H])([H])c2c([H])c([H])c(C(=O)[C@@]([H])(O[H])c3c([H])c([H])c([H])c([H])c3[H])c(Cl)c2[H])c([H])c(=O)n([C@]([H])(C([H])([H])C(=O)O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H])N([H])[H],False,3.1814642999999996
-6.5706,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])c(=O)n(O[C@]([H])(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])P(=O)(O[H])O[H])c1[H],False,5.4802424
-6.57047,[H]Sc1c(-c2c([H])c(Cl)c(Cl)c([H])c2-c2c([H])nn(C([H])([H])c3c([H])c([H])c(Cl)c(Cl)c3[H])c2C2([H])C([H])([H])C2([H])[H])c(N=C=S)n([H])c(=O)c1[H],False,3.024860800000001
-6.57025,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n(-c2c([H])nc(N([H])[H])nc2[H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])c2oc([H])c(C([H])([H])OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])C([H])([H])C1([H])[H],False,5.067947099999998
-6.5701,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])[C@]([H])(C([H])([H])c2c([H])nc([H])c([H])c2[H])N(C([H])([H])c2c(F)c([H])c([H])c([H])c2F)C([H])([H])[C@]1([H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],False,5.9453797999999995
-6.57009,[H]c1nc(N([H])C([H])([H])C(OC([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(-n3c([H])nc([H])c3[H])c(=O)n(C([H])([H])N3C(=O)c4c([H])c([H])c([H])c([H])c4C3=O)c2[H])(C([H])([H])[H])C([H])([H])[H])sc1[H],False,5.089002700000002
-6.56978,[H]ON([H])C(=O)C([H])=C([H])c1c(C([H])([H])N(C([H])([H])C([H])([H])[H])[C@]([H])(c2nc(OC([H])([H])[H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c1[H],False,3.6465242
